x           y           z           G           L           T
0.555000 0.000000 0.000000 1797484.745655 1797486.289568 1677.889259
0.565000 0.000000 0.000000 1781907.543027 1781908.952961 1674.242163
0.575000 0.000000 0.000000 1766330.869580 1766332.150308 1670.571202
0.585000 0.000000 0.000000 1750753.758498 1750754.915049 1666.875778
0.595000 0.000000 0.000000 1735175.239510 1735176.277103 1663.155275
0.605000 0.000000 0.000000 1719594.338255 1719595.262247 1659.409061
0.615000 0.000000 0.000000 1704010.075647 1704010.891482 1655.636487
0.625000 0.000000 0.000000 1688421.467237 1688422.180402 1651.836885
0.635000 0.000000 0.000000 1672827.522567 1672828.138553 1648.009567
0.645000 0.000000 0.000000 1657227.244528 1657227.768791 1644.153827
0.655000 0.000000 0.000000 1641619.628705 1641620.066636 1640.268936
0.665000 0.000000 0.000000 1626003.662719 1626004.019617 1636.354145
0.675000 0.000000 0.000000 1610378.325566 1610378.606615 1632.408680
0.685000 0.000000 0.000000 1594742.586945 1594742.797193 1628.431743
0.695000 0.000000 0.000000 1579095.406583 1579095.550928 1624.422513
0.705000 0.000000 0.000000 1563435.733550 1563435.816726 1620.380139
0.715000 0.000000 0.000000 1547762.505568 1547762.532134 1616.303746
0.725000 0.000000 0.000000 1532074.648310 1532074.622644 1612.192428
0.735000 0.000000 0.000000 1516371.074693 1516371.000985 1608.045247
0.745000 0.000000 0.000000 1500650.684156 1500650.566406 1603.861237
0.755000 0.000000 0.000000 1484912.361934 1484912.203951 1599.639396
0.765000 0.000000 0.000000 1469154.978319 1469154.783720 1595.378686
0.775000 0.000000 0.000000 1453377.387909 1453377.160120 1591.078034
0.785000 0.000000 0.000000 1437578.428848 1437578.171108 1586.736327
0.795000 0.000000 0.000000 1421756.922052 1421756.637414 1582.352412
0.805000 0.000000 0.000000 1405911.670420 1405911.361760 1577.925092
0.815000 0.000000 0.000000 1390041.458039 1390041.128056 1573.453127
0.825000 0.000000 0.000000 1374145.049368 1374144.700592 1568.935226
0.835000 0.000000 0.000000 1358221.188410 1358220.823210 1564.370052
0.845000 0.000000 0.000000 1342268.597871 1342268.218456 1559.756212
0.855000 0.000000 0.000000 1326285.978299 1326285.586730 1555.092260
0.865000 0.000000 0.000000 1310272.007211 1310271.605406 1550.376688
0.875000 0.000000 0.000000 1294225.338201 1294224.927940 1545.607930
0.885000 0.000000 0.000000 1278144.600032 1278144.182965 1540.784352
0.895000 0.000000 0.000000 1262028.395704 1262027.973359 1535.904252
0.905000 0.000000 0.000000 1245875.301514 1245874.875301 1530.965853
0.915000 0.000000 0.000000 1229683.866083 1229683.437304 1525.967303
0.925000 0.000000 0.000000 1213452.609376 1213452.179227 1520.906667
0.935000 0.000000 0.000000 1197180.021691 1197179.591272 1515.781923
0.945000 0.000000 0.000000 1180864.562628 1180864.132946 1510.590956
0.955000 0.000000 0.000000 1164504.660043 1164504.232020 1505.331553
0.965000 0.000000 0.000000 1148098.708967 1148098.283442 1500.001399
0.975000 0.000000 0.000000 1131645.070508 1131644.648247 1494.598065
0.985000 0.000000 0.000000 1115142.070731 1115141.652427 1489.119006
0.995000 0.000000 0.000000 1098587.999501 1098587.585780 1483.561550
