x           y           z           G           L           A           T
0.007300 0.000000 0.000000 416770.693024 662247.664369 419660.368208 1307.230000
0.007500 0.000000 0.000000 415762.248459 587647.147131 418757.372216 1268.750000
0.007700 0.000000 0.000000 414785.011852 517779.694191 417869.491037 1229.230000
0.007900 0.000000 0.000000 413839.945556 452749.124378 416997.549765 1188.670000
0.008100 0.000000 0.000000 412927.738738 392619.709411 416142.248295 1147.070000
0.008300 0.000000 0.000000 412048.803649 337415.625902 415304.161772 1104.430000
0.008500 0.000000 0.000000 411203.274218 287120.745419 414483.742352 1060.750000
0.008700 0.000000 0.000000 410391.007146 241678.789347 413681.322428 1016.030000
0.008900 0.000000 0.000000 409611.585668 200993.875978 412897.119338 970.270000
0.009100 0.000000 0.000000 408864.326156 164931.487880 412131.241738 923.470000
0.009300 0.000000 0.000000 408148.287744 133319.888330 411383.697448 875.630000
0.009500 0.000000 0.000000 407462.285138 105952.016188 410654.403537 826.750000
0.009700 0.000000 0.000000 406804.904817 82587.889334 409943.197465 776.830000
0.009900 0.000000 0.000000 406174.524775 62957.547398 409249.850679 725.870000
