x           y           z           G           L           T
0.515000 0.000000 0.000000 1884236.553915 1884235.461637 1697.777175
0.525000 0.000000 0.000000 1868432.861036 1868431.864291 1694.205992
0.535000 0.000000 0.000000 1852627.087248 1852626.183767 1690.611608
0.545000 0.000000 0.000000 1836817.082112 1836816.269129 1686.993179
0.555000 0.000000 0.000000 1821000.662103 1820999.936416 1683.349832
0.565000 0.000000 0.000000 1805175.600027 1805174.958054 1679.680662
0.575000 0.000000 0.000000 1789339.614124 1789339.051969 1675.984730
0.585000 0.000000 0.000000 1773490.356795 1773489.870304 1672.261054
0.595000 0.000000 0.000000 1757625.402854 1757624.987678 1668.508609
0.605000 0.000000 0.000000 1741742.237246 1741741.888895 1664.726322
0.615000 0.000000 0.000000 1725838.242124 1725837.956025 1660.913065
0.625000 0.000000 0.000000 1709910.683204 1709910.454748 1657.067651
0.635000 0.000000 0.000000 1693956.695303 1693956.519892 1653.188829
0.645000 0.000000 0.000000 1677973.266947 1677973.140038 1649.275275
0.655000 0.000000 0.000000 1661957.223954 1661957.141095 1645.325589
0.665000 0.000000 0.000000 1645905.211864 1645905.168725 1641.338284
0.675000 0.000000 0.000000 1629813.677094 1629813.669499 1637.311779
0.685000 0.000000 0.000000 1613678.846688 1613678.870632 1633.244391
0.695000 0.000000 0.000000 1597496.706509 1597496.758180 1629.134323
0.705000 0.000000 0.000000 1581262.977722 1581263.053517 1624.979656
0.715000 0.000000 0.000000 1564973.091405 1564973.187935 1620.778334
0.725000 0.000000 0.000000 1548622.161085 1548622.275184 1616.528153
0.735000 0.000000 0.000000 1532204.953032 1532205.081757 1612.226747
0.745000 0.000000 0.000000 1515715.854066 1515715.994700 1607.871568
0.755000 0.000000 0.000000 1499148.836668 1499148.986714 1603.459873
0.765000 0.000000 0.000000 1482497.421129 1482497.578303 1598.988703
0.775000 0.000000 0.000000 1465754.634474 1465754.796699 1594.454859
0.785000 0.000000 0.000000 1448912.965852 1448913.131246 1589.854880
0.795000 0.000000 0.000000 1431964.318075 1431964.484943 1585.185018
0.805000 0.000000 0.000000 1414899.954964 1414900.121781 1580.441202
0.815000 0.000000 0.000000 1397710.444097 1397710.609500 1575.619013
0.825000 0.000000 0.000000 1380385.594564 1380385.757336 1570.713638
0.835000 0.000000 0.000000 1362914.389272 1362914.548329 1565.719838
0.845000 0.000000 0.000000 1345284.911297 1345285.065677 1560.631892
0.855000 0.000000 0.000000 1327484.263760 1327484.412608 1555.443552
0.865000 0.000000 0.000000 1309498.482637 1309498.625195 1550.147981
0.875000 0.000000 0.000000 1291312.441871 1291312.577467 1544.737688
0.885000 0.000000 0.000000 1272909.750089 1272909.878125 1539.204454
0.895000 0.000000 0.000000 1254272.638174 1254272.758122 1533.539245
0.905000 0.000000 0.000000 1235381.836882 1235381.948270 1527.732121
0.915000 0.000000 0.000000 1216216.443581 1216216.545992 1521.772123
0.925000 0.000000 0.000000 1196753.777180 1196753.870243 1515.647151
0.935000 0.000000 0.000000 1176969.220152 1176969.303541 1509.343821
0.945000 0.000000 0.000000 1156836.046514 1156836.119946 1502.847306
0.955000 0.000000 0.000000 1136325.234512 1136325.297741 1496.141143
0.965000 0.000000 0.000000 1115405.262622 1115405.315444 1489.207020
0.975000 0.000000 0.000000 1094041.887393 1094041.929646 1482.024520
0.985000 0.000000 0.000000 1072197.901499 1072197.933065 1474.570831
0.995000 0.000000 0.000000 1049832.870228 1049832.891039 1466.820399
