x           y           z           G           L           T
0.355000 0.000000 0.000000 2158977.009372 2158846.708339 1756.516965
0.365000 0.000000 0.000000 2142893.089395 2142694.010879 1753.222099
0.375000 0.000000 0.000000 2126837.776923 2126610.479976 1749.922780
0.385000 0.000000 0.000000 2110808.457487 2110583.711856 1746.616437
0.395000 0.000000 0.000000 2094802.555868 2094601.983699 1743.300581
0.405000 0.000000 0.000000 2078817.562929 2078654.691000 1739.972902
0.415000 0.000000 0.000000 2062851.055128 2062732.612894 1736.631327
0.425000 0.000000 0.000000 2046900.706716 2046828.029197 1733.274055
0.435000 0.000000 0.000000 2030964.295124 2030934.716684 1729.899560
0.445000 0.000000 0.000000 2015039.700376 2015047.853226 1726.506582
0.455000 0.000000 0.000000 1999124.899585 1999163.857362 1723.094099
0.465000 0.000000 0.000000 1983217.957646 1983280.188392 1719.661291
0.475000 0.000000 0.000000 1967317.015242 1967395.128589 1716.207498
0.485000 0.000000 0.000000 1951420.275195 1951507.565179 1712.732178
0.495000 0.000000 0.000000 1935525.988045 1935616.785622 1709.234862
0.505000 0.000000 0.000000 1919632.437611 1919722.295771 1705.715121
0.515000 0.000000 0.000000 1903737.927081 1903823.666849 1702.172530
0.525000 0.000000 0.000000 1887840.766031 1887920.414036 1698.606642
0.535000 0.000000 0.000000 1871939.258597 1872011.906837 1695.016963
0.545000 0.000000 0.000000 1856031.692891 1856097.309375 1691.402945
0.555000 0.000000 0.000000 1840116.331633 1840175.547242 1687.763969
0.565000 0.000000 0.000000 1824191.403856 1824245.296615 1684.099341
0.575000 0.000000 0.000000 1808255.097492 1808304.990809 1680.408298
0.585000 0.000000 0.000000 1792305.552593 1792352.839360 1676.690000
0.595000 0.000000 0.000000 1776340.854898 1776386.854931 1672.943543
0.605000 0.000000 0.000000 1760359.029456 1760404.883780 1669.167955
0.615000 0.000000 0.000000 1744358.034033 1744404.636150 1665.362209
0.625000 0.000000 0.000000 1728335.752005 1728383.713632 1661.525223
0.635000 0.000000 0.000000 1712289.984484 1712339.631303 1657.655864
0.645000 0.000000 0.000000 1696218.441441 1696269.833148 1653.752950
0.655000 0.000000 0.000000 1680118.731579 1680171.699915 1649.815250
0.665000 0.000000 0.000000 1663988.350757 1664042.549138 1645.841481
0.675000 0.000000 0.000000 1647824.668728 1647879.627503 1641.830308
0.685000 0.000000 0.000000 1631624.913974 1631680.096038 1637.780331
0.695000 0.000000 0.000000 1615386.156382 1615441.008846 1633.690084
0.705000 0.000000 0.000000 1599105.287461 1599159.286152 1629.558021
0.715000 0.000000 0.000000 1582778.997762 1582831.682413 1625.382505
0.725000 0.000000 0.000000 1566403.751050 1566454.750125 1621.161796
0.735000 0.000000 0.000000 1549975.754699 1550024.799697 1616.894035
0.745000 0.000000 0.000000 1533490.925617 1533537.855531 1612.577228
0.755000 0.000000 0.000000 1516944.850836 1516989.608017 1608.209224
0.765000 0.000000 0.000000 1500332.741662 1500375.360778 1603.787699
0.775000 0.000000 0.000000 1483649.379972 1483689.971978 1599.310128
0.785000 0.000000 0.000000 1466889.054854 1466927.787936 1594.773759
0.795000 0.000000 0.000000 1450045.487238 1450082.566631 1590.175581
0.805000 0.000000 0.000000 1433111.739494 1433147.387837 1585.512285
0.815000 0.000000 0.000000 1416080.105981 1416114.545606 1580.780220
0.825000 0.000000 0.000000 1398941.979284 1398975.417449 1575.975342
0.835000 0.000000 0.000000 1381687.684996 1381720.302754 1571.093139
0.845000 0.000000 0.000000 1364306.275414 1364338.220376 1566.128557
0.855000 0.000000 0.000000 1346785.268719 1346816.651696 1561.075891
0.865000 0.000000 0.000000 1329110.314734 1329141.209924 1555.928651
0.875000 0.000000 0.000000 1311264.759795 1311295.207943 1550.679394
0.885000 0.000000 0.000000 1293229.069566 1293259.083421 1545.319488
0.895000 0.000000 0.000000 1274980.045728 1275009.616982 1539.838814
0.905000 0.000000 0.000000 1256489.731934 1256518.838862 1534.225329
0.915000 0.000000 0.000000 1237723.829721 1237752.444757 1528.464462
0.925000 0.000000 0.000000 1218639.300758 1218667.397382 1522.538192
0.935000 0.000000 0.000000 1199180.543387 1199208.101812 1516.423604
0.945000 0.000000 0.000000 1179272.937862 1179299.949205 1510.090471
0.955000 0.000000 0.000000 1158811.307680 1158837.776509 1503.496974
0.965000 0.000000 0.000000 1137638.184066 1137664.129430 1496.581642
0.975000 0.000000 0.000000 1115501.024799 1115526.480168 1489.247461
0.985000 0.000000 0.000000 1091965.081084 1091990.094065 1481.329160
0.995000 0.000000 0.000000 1066231.415713 1066256.049163 1472.523635
