x           y           z           G           L           T
0.005000 0.000000 0.000000 2787955.126656 2862582.566241 1884.891703
0.015000 0.000000 0.000000 2762072.179118 2742214.751985 1864.757072
0.025000 0.000000 0.000000 2738903.349193 2713747.805336 1859.898604
0.035000 0.000000 0.000000 2717219.244243 2710709.990763 1859.377885
0.045000 0.000000 0.000000 2696138.098536 2693678.192593 1856.450291
0.055000 0.000000 0.000000 2675667.372557 2674125.292248 1853.072176
0.065000 0.000000 0.000000 2655730.159849 2654623.316134 1849.684356
0.075000 0.000000 0.000000 2636241.439376 2635397.117026 1846.326121
0.085000 0.000000 0.000000 2617132.460237 2616460.550480 1843.000466
0.095000 0.000000 0.000000 2598348.490845 2597796.908218 1839.705031
0.105000 0.000000 0.000000 2579845.600335 2579381.451267 1836.435969
0.115000 0.000000 0.000000 2561588.185504 2561189.777915 1833.189399
0.125000 0.000000 0.000000 2543547.072021 2543199.581591 1829.961733
0.135000 0.000000 0.000000 2525698.083285 2525391.022549 1826.749745
0.145000 0.000000 0.000000 2508020.960475 2507746.669900 1823.550576
0.155000 0.000000 0.000000 2490498.543362 2490251.273905 1820.361702
0.165000 0.000000 0.000000 2473116.145288 2472891.493070 1817.180896
0.175000 0.000000 0.000000 2455861.072990 2455655.618837 1814.006181
0.185000 0.000000 0.000000 2438722.254986 2438533.320695 1810.835796
0.195000 0.000000 0.000000 2421689.951813 2421515.421615 1807.668154
0.205000 0.000000 0.000000 2404755.528302 2404593.708932 1804.501818
0.215000 0.000000 0.000000 2387911.273251 2387760.783296 1801.335471
0.225000 0.000000 0.000000 2371150.255425 2371009.941700 1798.167902
0.235000 0.000000 0.000000 2354466.207515 2354335.085605 1794.997987
0.245000 0.000000 0.000000 2337853.431686 2337730.645582 1791.824683
0.255000 0.000000 0.000000 2321306.721946 2321191.517194 1788.647010
0.265000 0.000000 0.000000 2304821.299721 2304713.005466 1785.464051
0.275000 0.000000 0.000000 2288392.759896 2288290.776520 1782.274936
0.285000 0.000000 0.000000 2272017.025242 2271920.815372 1779.078842
0.295000 0.000000 0.000000 2255690.307595 2255599.389082 1775.874983
0.305000 0.000000 0.000000 2239409.074532 2239323.014573 1772.662605
