x           y           z           G           L           T
-0.009000 0.000000 2.000000 440195.124190 956306.643111 1433.000000
-0.007000 0.000000 2.000000 444032.409858 1709631.238781 1657.000000
-0.005000 0.000000 2.000000 447710.598062 2515729.174587 1825.000000
-0.003000 0.000000 2.000000 450024.009996 3192499.911953 1937.000000
-0.001000 0.000000 2.000000 449915.504527 3578010.460233 1993.000000
0.001000 0.000000 2.000000 446625.177311 3535117.712426 1987.000000
0.003000 0.000000 2.000000 439520.412583 2851108.147367 1883.000000
0.005000 0.000000 2.000000 429912.718042 1785137.431587 1675.000000
0.007000 0.000000 2.000000 419986.268608 782700.902199 1363.000000
0.009000 0.000000 2.000000 411527.430908 182394.747285 947.000000
