x           y           z           G           L           T
0.325000 0.000000 0.000000 2207652.535004 2207332.137740 1766.297356
0.335000 0.000000 0.000000 2191496.456419 2191230.347981 1763.067362
0.345000 0.000000 0.000000 2175374.456415 2175168.336750 1759.827563
0.355000 0.000000 0.000000 2159283.766993 2159141.995322 1756.577026
0.365000 0.000000 0.000000 2143221.742613 2143147.339079 1753.314823
0.375000 0.000000 0.000000 2127185.849416 2127180.519395 1750.040035
0.385000 0.000000 0.000000 2111173.655656 2111237.834349 1746.751751
0.395000 0.000000 0.000000 2095182.823110 2095315.737989 1743.449073
0.405000 0.000000 0.000000 2079211.099275 2079410.847978 1740.131119
0.415000 0.000000 0.000000 2063256.310180 2063519.951462 1736.797020
0.425000 0.000000 0.000000 2047316.353677 2047640.009092 1733.445927
0.435000 0.000000 0.000000 2031389.193102 2031768.157138 1730.077008
0.445000 0.000000 0.000000 2015472.851189 2015901.707706 1726.689450
0.455000 0.000000 0.000000 1999565.404158 2000038.147047 1723.282457
0.465000 0.000000 0.000000 1983664.975904 1984175.132025 1719.855255
0.475000 0.000000 0.000000 1967769.732227 1968310.484797 1716.407086
0.485000 0.000000 0.000000 1951877.875041 1952442.185781 1712.937207
0.495000 0.000000 0.000000 1935987.636512 1936568.365006 1709.444895
0.505000 0.000000 0.000000 1920097.273098 1920687.291942 1705.929436
0.515000 0.000000 0.000000 1904205.059441 1904797.363926 1702.390130
0.525000 0.000000 0.000000 1888309.282071 1888897.093279 1698.826284
0.535000 0.000000 0.000000 1872408.232904 1872985.093235 1695.237214
0.545000 0.000000 0.000000 1856500.202493 1857060.062801 1691.622234
0.555000 0.000000 0.000000 1840583.472995 1841120.770638 1687.980661
0.565000 0.000000 0.000000 1824656.310828 1825166.038081 1684.311803
0.575000 0.000000 0.000000 1808716.958970 1809194.721389 1680.614960
0.585000 0.000000 0.000000 1792763.628869 1793205.693311 1676.889419
0.595000 0.000000 0.000000 1776794.491907 1777197.824045 1673.134446
0.605000 0.000000 0.000000 1760807.670359 1761169.961649 1669.349282
0.615000 0.000000 0.000000 1744801.227797 1745120.911954 1665.533138
0.625000 0.000000 0.000000 1728773.158847 1729049.418008 1661.685188
0.635000 0.000000 0.000000 1712721.378212 1712954.139049 1657.804565
0.645000 0.000000 0.000000 1696643.708860 1696833.629003 1653.890349
0.655000 0.000000 0.000000 1680537.869240 1680686.314450 1649.941564
0.665000 0.000000 0.000000 1664401.459374 1664510.471986 1645.957170
0.675000 0.000000 0.000000 1648231.945643 1648304.204859 1641.936052
0.685000 0.000000 0.000000 1632026.644046 1632065.418725 1637.877013
0.695000 0.000000 0.000000 1615782.701658 1615791.796300 1633.778765
0.705000 0.000000 0.000000 1599497.075972 1599480.770638 1629.639914
0.715000 0.000000 0.000000 1583166.511724 1583129.496674 1625.458955
0.725000 0.000000 0.000000 1566787.514723 1566734.820572 1621.234254
0.735000 0.000000 0.000000 1550356.322098 1550293.246333 1616.964038
0.745000 0.000000 0.000000 1533868.868230 1533800.898924 1612.646373
0.755000 0.000000 0.000000 1517320.745468 1517253.483050 1608.279155
0.765000 0.000000 0.000000 1500707.158483 1500646.236415 1603.860080
0.775000 0.000000 0.000000 1484022.870848 1483973.876056 1599.386630
0.785000 0.000000 0.000000 1467262.142005 1467230.535899 1594.856036
0.795000 0.000000 0.000000 1450418.652288 1450409.693176 1590.265256
0.805000 0.000000 0.000000 1433485.412957 1433504.080644 1585.610929
0.815000 0.000000 0.000000 1416454.657253 1416505.580557 1580.889335
0.825000 0.000000 0.000000 1399317.707149 1399405.095050 1576.096338
0.835000 0.000000 0.000000 1382064.808640 1382192.385682 1571.227318
0.845000 0.000000 0.000000 1364684.925733 1364855.872270 1566.277089
0.855000 0.000000 0.000000 1347165.479427 1347382.377199 1561.239796
0.865000 0.000000 0.000000 1329492.012211 1329756.795623 1556.108775
0.875000 0.000000 0.000000 1311647.749721 1311961.663096 1550.876386
0.885000 0.000000 0.000000 1293613.017323 1293976.578188 1545.533778
0.895000 0.000000 0.000000 1275364.446814 1275777.415054 1540.070580
0.905000 0.000000 0.000000 1256873.870525 1257335.222877 1534.474472
0.915000 0.000000 0.000000 1238106.734025 1238614.642847 1528.730568
0.925000 0.000000 0.000000 1219019.738065 1219571.552393 1522.820514
0.935000 0.000000 0.000000 1199557.187860 1200149.413212 1516.721093
0.945000 0.000000 0.000000 1179645.041727 1180273.312102 1510.401972
0.955000 0.000000 0.000000 1159180.500423 1159839.529806 1503.821792
0.965000 0.000000 0.000000 1138011.734317 1138695.220521 1496.920623
0.975000 0.000000 0.000000 1115891.234688 1116591.647076 1489.602837
0.985000 0.000000 0.000000 1092341.656564 1093049.685782 1481.688374
0.995000 0.000000 0.000000 1066175.115796 1066877.843088 1472.738266
