x           y           z           G           L           T
-0.005750 0.000000 0.000000 446534.632381 2218676.889613 446665.895688 1768.562500
-0.005650 0.000000 0.000000 446709.441768 2258992.646314 446840.864002 1776.542500
-0.005550 0.000000 0.000000 446881.839466 2299133.727265 447013.418966 1784.382500
-0.005450 0.000000 0.000000 447051.667659 2339076.397201 447183.402661 1792.082500
-0.005350 0.000000 0.000000 447218.769108 2378796.957651 447350.657751 1799.642500
-0.005250 0.000000 0.000000 447382.987235 2418271.765486 447515.027558 1807.062500
-0.005150 0.000000 0.000000 447544.166196 2457477.251359 447676.356144 1814.342500
-0.005050 0.000000 0.000000 447702.150969 2496389.937990 447834.488389 1821.482500
-0.004950 0.000000 0.000000 447856.787425 2534986.458328 447989.270071 1828.482500
-0.004850 0.000000 0.000000 448007.922417 2573243.573538 448140.547948 1835.342500
-0.004750 0.000000 0.000000 448155.403855 2611138.190832 448288.169839 1842.062500
-0.004650 0.000000 0.000000 448299.080786 2648647.381114 448431.984701 1848.642500
-0.004550 0.000000 0.000000 448438.803477 2685748.396439 448571.842711 1855.082500
-0.004450 0.000000 0.000000 448574.423493 2722418.687269 448707.595343 1861.382500
-0.004350 0.000000 0.000000 448705.793771 2758635.919522 448839.095449 1867.542500
-0.004250 0.000000 0.000000 448832.768704 2794377.991396 448966.197334 1873.562500
-0.004150 0.000000 0.000000 448955.204212 2829623.049963 449088.756830 1879.442500
-0.004050 0.000000 0.000000 449072.957818 2864349.507528 449206.631378 1885.182500
-0.003950 0.000000 0.000000 449185.888725 2898536.057732 449319.680093 1890.782500
-0.003850 0.000000 0.000000 449293.857881 2932161.691398 449427.763840 1896.242500
-0.003750 0.000000 0.000000 449396.728057 2965205.712109 449530.745306 1901.562500
-0.003650 0.000000 0.000000 449494.363906 2997647.751513 449628.489063 1906.742500
-0.003550 0.000000 0.000000 449586.632038 3029467.784337 449720.861637 1911.782500
-0.003450 0.000000 0.000000 449673.401076 3060646.143108 449807.731571 1916.682500
-0.003350 0.000000 0.000000 449754.541723 3091163.532578 449888.969487 1921.442500
-0.003250 0.000000 0.000000 449829.926815 3121001.043833 449964.448144 1926.062500
-0.003150 0.000000 0.000000 449899.431378 3150140.168087 450034.042492 1930.542500
-0.003050 0.000000 0.000000 449962.932683 3178562.810153 450097.629726 1934.882500
-0.002950 0.000000 0.000000 450020.310289 3206251.301578 450155.089335 1939.082500
-0.002850 0.000000 0.000000 450071.446090 3233188.413443 450206.303148 1943.142500
-0.002750 0.000000 0.000000 450116.224359 3259357.368813 450251.155371 1947.062500
-0.002650 0.000000 0.000000 450154.531775 3284741.854841 450289.532632 1950.842500
-0.002550 0.000000 0.000000 450186.257464 3309326.034502 450321.324005 1954.482500
-0.002450 0.000000 0.000000 450211.293017 3333094.557976 450346.421042 1957.982500
-0.002350 0.000000 0.000000 450229.532513 3356032.573651 450364.717795 1961.342500
-0.002250 0.000000 0.000000 450240.872532 3378125.738749 450376.110829 1964.562500
-0.002150 0.000000 0.000000 450245.212158 3399360.229572 450380.499232 1967.642500
-0.002050 0.000000 0.000000 450242.452982 3419722.751368 450377.784614 1970.582500
-0.001950 0.000000 0.000000 450232.499089 3439200.547788 450367.871102 1973.382500
-0.001850 0.000000 0.000000 450215.257034 3457781.409961 450350.665323 1976.042500
-0.001750 0.000000 0.000000 450190.635818 3475453.685160 450326.076372 1978.562500
-0.001650 0.000000 0.000000 450158.546838 3492206.285065 450294.015775 1980.942500
-0.001550 0.000000 0.000000 450118.903834 3508028.693610 450254.397428 1983.182500
-0.001450 0.000000 0.000000 450071.622813 3522910.974422 450207.137530 1985.282500
-0.001350 0.000000 0.000000 450016.621963 3536843.777838 450152.154483 1987.242500
-0.001250 0.000000 0.000000 449953.821539 3549818.347502 450089.368774 1989.062500
-0.001150 0.000000 0.000000 449883.143736 3561826.526540 450018.702822 1990.742500
-0.001050 0.000000 0.000000 449804.512527 3572860.763296 449940.080789 1992.282500
-0.000950 0.000000 0.000000 449717.853478 3582914.116652 449853.428329 1993.682500
-0.000850 0.000000 0.000000 449623.093528 3591980.260905 449758.672281 1994.942500
-0.000750 0.000000 0.000000 449520.160731 3600053.490208 449655.740254 1996.062500
-0.000650 0.000000 0.000000 449408.983951 3607128.722582 449544.560087 1997.042500
-0.000550 0.000000 0.000000 449289.492513 3613201.503471 449425.059117 1997.882500
-0.000450 0.000000 0.000000 449161.615787 3618268.008878 449297.163161 1998.582500
-0.000350 0.000000 0.000000 449025.282711 3622325.048033 449160.795084 1999.142500
-0.000250 0.000000 0.000000 448880.421233 3625370.065637 449015.872714 1999.562500
-0.000150 0.000000 0.000000 448726.957661 3627401.143649 448862.305765 1999.842500
-0.000050 0.000000 0.000000 448564.815914 3628417.002627 448699.991181 1999.982500
0.000050 0.000000 0.000000 448393.882808 3628308.150389 448528.806328 1999.967500
0.000150 0.000000 0.000000 448213.874646 3626421.767382 448348.615490 1999.707500
0.000250 0.000000 0.000000 448024.691889 3622651.208136 448159.309466 1999.187500
0.000350 0.000000 0.000000 447826.285729 3617000.883322 447960.812489 1998.407500
0.000450 0.000000 0.000000 447618.623352 3609477.401773 447753.075171 1997.367500
0.000550 0.000000 0.000000 447401.687133 3600089.561895 447536.069799 1996.067500
0.000650 0.000000 0.000000 447175.473932 3588848.340208 447309.787193 1994.507500
0.000750 0.000000 0.000000 446939.994458 3575766.877063 447074.234554 1992.687500
0.000850 0.000000 0.000000 446695.272702 3560860.459515 446829.433933 1990.607500
0.000950 0.000000 0.000000 446441.345416 3544146.501386 446575.421113 1988.267500
0.001050 0.000000 0.000000 446178.261641 3525644.520538 446312.244754 1985.667500
0.001150 0.000000 0.000000 445906.082269 3505376.113361 446039.965717 1982.807500
0.001250 0.000000 0.000000 445624.879637 3483364.926518 445758.656505 1979.687500
0.001350 0.000000 0.000000 445334.737142 3459636.625959 445468.400782 1976.307500
0.001450 0.000000 0.000000 445035.748873 3434218.863245 445169.292953 1972.667500
0.001550 0.000000 0.000000 444728.019269 3407141.239198 444861.437782 1968.767500
0.001650 0.000000 0.000000 444411.662773 3378435.264928 444544.950030 1964.607500
0.001750 0.000000 0.000000 444086.803511 3348134.320262 444219.954116 1960.187500
0.001850 0.000000 0.000000 443753.574963 3316273.609612 443886.583794 1955.507500
0.001950 0.000000 0.000000 443412.119652 3282890.115344 443544.981831 1950.567500
0.002050 0.000000 0.000000 443062.588824 3248022.548660 443195.299693 1945.367500
0.002150 0.000000 0.000000 442705.142135 3211711.298070 442837.697234 1939.907500
0.002250 0.000000 0.000000 442339.947341 3173998.375484 442472.342387 1934.187500
0.002350 0.000000 0.000000 441967.179977 3134927.359992 442099.410849 1928.207500
0.002450 0.000000 0.000000 441587.023048 3094543.339369 441719.085769 1921.967500
0.002550 0.000000 0.000000 441199.666705 3052892.849378 441331.557434 1915.467500
0.002650 0.000000 0.000000 440805.307926 3010023.810919 440937.022946 1908.707500
0.002750 0.000000 0.000000 440404.150192 2965985.465103 440535.685905 1901.687500
0.002850 0.000000 0.000000 439996.403156 2920828.306293 440127.756078 1894.407500
0.002950 0.000000 0.000000 439582.282317 2874604.013205 439713.449072 1886.867500
0.003050 0.000000 0.000000 439162.008677 2827365.378114 439292.985998 1879.067500
0.003150 0.000000 0.000000 438735.808411 2779166.234267 438866.593136 1871.007500
0.003250 0.000000 0.000000 438303.912517 2730061.381548 438434.501590 1862.687500
0.003350 0.000000 0.000000 437866.556474 2680106.510499 437996.946944 1854.107500
0.003450 0.000000 0.000000 437423.979891 2629358.124763 437554.168914 1845.267500
0.003550 0.000000 0.000000 436976.426154 2577873.462038 437106.410994 1836.167500
0.003650 0.000000 0.000000 436524.142074 2525710.413625 436653.920102 1826.807500
0.003750 0.000000 0.000000 436067.377522 2472927.442666 436196.946220 1817.187500
0.003850 0.000000 0.000000 435606.385074 2419583.501156 435735.742036 1807.307500
0.003950 0.000000 0.000000 435141.419648 2365737.945820 435270.562579 1797.167500
0.004050 0.000000 0.000000 434672.738135 2311450.452966 434801.664854 1786.767500
0.004150 0.000000 0.000000 434200.599039 2256780.932399 434329.307480 1776.107500
0.004250 0.000000 0.000000 433725.262107 2201789.440505 433853.750320 1765.187500
0.004350 0.000000 0.000000 433246.987962 2146536.092605 433375.254115 1754.007500
0.004450 0.000000 0.000000 432766.037738 2091080.974692 432894.080115 1742.567500
0.004550 0.000000 0.000000 432282.672713 2035484.054656 432410.489716 1730.867500
0.004650 0.000000 0.000000 431797.153939 1979805.093110 431924.744090 1718.907500
0.004750 0.000000 0.000000 431309.741886 1924103.553934 431437.103824 1706.687500
0.004850 0.000000 0.000000 430820.696072 1868438.514650 430947.828552 1694.207500
0.004950 0.000000 0.000000 430330.274706 1812868.576758 430457.176604 1681.467500
0.005050 0.000000 0.000000 429838.734330 1757451.776139 429965.404638 1668.467500
0.005150 0.000000 0.000000 429346.329468 1702245.493671 429472.767294 1655.207500
0.005250 0.000000 0.000000 428853.312273 1647306.366164 428979.516841 1641.687500
0.005350 0.000000 0.000000 428359.932182 1592690.197770 428485.902830 1627.907500
0.005450 0.000000 0.000000 427866.435580 1538451.871970 427992.171759 1613.867500
0.005550 0.000000 0.000000 427373.065459 1484645.264308 427498.566733 1599.567500
0.005650 0.000000 0.000000 426880.061098 1431323.155980 427005.327138 1585.007500
0.005750 0.000000 0.000000 426387.657733 1378537.148440 426512.688319 1570.187500
0.005850 0.000000 0.000000 425896.086250 1326337.579155 426020.881267 1555.107500
0.005950 0.000000 0.000000 425405.572874 1274773.438661 425530.132312 1539.767500
0.006050 0.000000 0.000000 424916.338876 1223892.289069 425040.662823 1524.167500
0.006150 0.000000 0.000000 424428.600281 1173740.184165 424552.688924 1508.307500
0.006250 0.000000 0.000000 423942.567591 1124361.591268 424066.421210 1492.187500
0.006350 0.000000 0.000000 423458.445519 1075799.314999 423582.064485 1475.807500
0.006450 0.000000 0.000000 422976.432726 1028094.423114 423099.817497 1459.167500
0.006550 0.000000 0.000000 422496.721582 981286.174577 422619.872697 1442.267500
0.006650 0.000000 0.000000 422019.497930 935411.950020 422142.416005 1425.107500
0.006750 0.000000 0.000000 421544.940864 890507.184775 421667.626587 1407.687500
0.006850 0.000000 0.000000 421073.222525 846605.304632 421195.676649 1390.007500
0.006950 0.000000 0.000000 420604.507906 803737.664504 420726.731241 1372.067500
0.007050 0.000000 0.000000 420138.954675 761933.490175 420260.948083 1353.867500
0.007150 0.000000 0.000000 419676.713016 721219.823306 419798.477396 1335.407500
0.007250 0.000000 0.000000 419217.925475 681621.469873 419339.461759 1316.687500
0.007350 0.000000 0.000000 418762.726838 643160.952233 418884.035977 1297.707500
0.007450 0.000000 0.000000 418311.244017 605858.464993 418432.326967 1278.467500
0.007550 0.000000 0.000000 417863.595958 569731.834874 417984.453665 1258.967500
0.007650 0.000000 0.000000 417419.893563 534796.484758 417540.526951 1239.207500
0.007750 0.000000 0.000000 416980.239641 501065.402121 417100.649592 1219.187500
0.007850 0.000000 0.000000 416544.728875 468549.112025 416664.916211 1198.907500
0.007950 0.000000 0.000000 416113.447808 437255.654902 416233.413273 1178.367500
0.008050 0.000000 0.000000 415686.474855 407190.569293 415806.219097 1157.567500
0.008150 0.000000 0.000000 415263.880346 378356.879780 415383.403900 1136.507500
0.008250 0.000000 0.000000 414845.726576 350755.090290 414965.029855 1115.187500
0.008350 0.000000 0.000000 414432.067905 324383.183000 414551.151193 1093.607500
0.008450 0.000000 0.000000 414022.950864 299236.623040 414141.814329 1071.767500
0.008550 0.000000 0.000000 413618.414307 275308.369218 413737.058035 1049.667500
0.008650 0.000000 0.000000 413218.489586 252588.890980 413336.913651 1027.307500
0.008750 0.000000 0.000000 412823.200762 231066.191823 412941.405354 1004.687500
0.008850 0.000000 0.000000 412432.564853 210725.839386 412550.550496 981.807500
0.008950 0.000000 0.000000 412046.592118 191551.002440 412164.360028 958.667500
0.009050 0.000000 0.000000 411665.286385 173522.495008 411782.839040 935.267500
0.009150 0.000000 0.000000 411288.645426 156618.827844 411405.987478 911.607500
0.009250 0.000000 0.000000 410916.661374 140816.267499 411033.801088 887.687500
0.009350 0.000000 0.000000 410549.321208 126088.903216 410666.272727 863.507500
0.009450 0.000000 0.000000 410186.607281 112408.721886 410303.394208 839.067500
0.009550 0.000000 0.000000 409828.497927 99745.691313 409945.158994 814.367500
0.009650 0.000000 0.000000 409474.968139 88067.852013 409591.566205 789.407500
0.009750 0.000000 0.000000 409125.990327 77341.417821 409242.626741 764.187500
0.009850 0.000000 0.000000 408781.535168 67530.885522 408898.372763 738.707500
0.009950 0.000000 0.000000 408441.572567 58599.153789 408558.872645 712.967500
