x           y           z           G           L           T
0.665000 0.000000 0.000000 1662478.200976 1662501.658920 1645.460340
0.675000 0.000000 0.000000 1646328.781747 1646351.607637 1641.449573
0.685000 0.000000 0.000000 1630143.485186 1630165.704093 1637.400185
0.695000 0.000000 0.000000 1613919.329818 1613940.965489 1633.310705
0.705000 0.000000 0.000000 1597653.139290 1597674.214239 1629.179564
0.715000 0.000000 0.000000 1581341.517950 1581362.053548 1625.005090
0.725000 0.000000 0.000000 1564980.823214 1565000.839756 1620.785493
0.735000 0.000000 0.000000 1548567.134187 1548586.650968 1616.518857
0.745000 0.000000 0.000000 1532096.215983 1532115.251361 1612.203116
0.755000 0.000000 0.000000 1515563.479055 1515582.050512 1607.836045
0.765000 0.000000 0.000000 1498963.932751 1498982.056953 1603.415235
0.775000 0.000000 0.000000 1482292.132204 1482309.825049 1598.938074
0.785000 0.000000 0.000000 1465542.117473 1465559.394145 1594.401716
0.795000 0.000000 0.000000 1448707.343738 1448724.218750 1589.803055
0.805000 0.000000 0.000000 1431780.601107 1431797.088346 1585.138689
0.815000 0.000000 0.000000 1414753.922382 1414770.035145 1580.404874
0.825000 0.000000 0.000000 1397618.476859 1397634.227899 1575.597486
0.835000 0.000000 0.000000 1380364.447933 1380379.849484 1570.711958
0.845000 0.000000 0.000000 1362980.891872 1362995.955693 1565.743217
0.855000 0.000000 0.000000 1345455.574763 1345470.312165 1560.685614
0.865000 0.000000 0.000000 1327774.784067 1327789.205951 1555.532827
0.875000 0.000000 0.000000 1309923.110696 1309937.227578 1550.277766
0.885000 0.000000 0.000000 1291883.196802 1291897.018847 1544.912444
0.895000 0.000000 0.000000 1273635.443720 1273648.980773 1539.427836
0.905000 0.000000 0.000000 1255157.673567 1255170.935182 1533.813711
0.915000 0.000000 0.000000 1236424.736916 1236437.732384 1528.058425
0.925000 0.000000 0.000000 1217408.057748 1217420.796133 1522.148683
0.935000 0.000000 0.000000 1198075.105403 1198087.595569 1516.069253
0.945000 0.000000 0.000000 1178388.781554 1178401.032198 1509.802624
0.955000 0.000000 0.000000 1158306.708257 1158318.727944 1503.328590
0.965000 0.000000 0.000000 1137780.400816 1137792.198018 1496.623758
0.975000 0.000000 0.000000 1116754.306508 1116765.889638 1489.660947
0.985000 0.000000 0.000000 1095164.687065 1095176.064523 1482.408454
0.995000 0.000000 0.000000 1072938.319158 1072949.499372 1474.829166
