x           y           z           G           L           T
0.005000 0.000000 0.000000 2778009.949978 2738031.280123 1864.045455
0.015000 0.000000 0.000000 2756842.502618 2749141.865095 1865.933600
0.025000 0.000000 0.000000 2735698.958241 2740537.406308 1864.471850
0.035000 0.000000 0.000000 2714802.374573 2722694.841182 1861.429701
0.045000 0.000000 0.000000 2694260.531212 2701298.695447 1857.761890
0.055000 0.000000 0.000000 2674110.952603 2679200.536137 1853.950791
0.065000 0.000000 0.000000 2654349.882839 2657620.259671 1850.206186
0.075000 0.000000 0.000000 2634952.054491 2636911.860677 1846.591366
0.085000 0.000000 0.000000 2615883.639861 2617035.220029 1843.101655
0.095000 0.000000 0.000000 2597109.817778 2597819.502407 1839.709032
0.105000 0.000000 0.000000 2578598.478292 2579089.044661 1836.383921
0.115000 0.000000 0.000000 2560321.515060 2560708.853113 1833.103337
0.125000 0.000000 0.000000 2542254.835175 2542589.933960 1829.852055
0.135000 0.000000 0.000000 2524377.830059 2524678.999156 1826.620970
0.145000 0.000000 0.000000 2506672.725493 2506945.366398 1823.404888
0.155000 0.000000 0.000000 2489124.003875 2489370.413239 1820.200704
0.165000 0.000000 0.000000 2471717.958535 2471940.860084 1817.006230
0.175000 0.000000 0.000000 2454442.373554 2454645.315332 1813.819573
0.185000 0.000000 0.000000 2437286.298027 2437472.970813 1810.638912
0.195000 0.000000 0.000000 2420239.881674 2420413.422693 1807.462458
0.205000 0.000000 0.000000 2403294.246241 2403456.904446 1804.288504
0.215000 0.000000 0.000000 2386441.376547 2386594.538259 1801.115476
0.225000 0.000000 0.000000 2369674.022958 2369818.450164 1797.941953
0.235000 0.000000 0.000000 2352985.612148 2353121.736053 1794.766671
0.245000 0.000000 0.000000 2336370.165745 2336498.328515 1791.588499
0.255000 0.000000 0.000000 2319822.227271 2319942.826125 1788.406410
0.265000 0.000000 0.000000 2303336.797765 2303450.332883 1785.219452
0.275000 0.000000 0.000000 2286909.279931 2287016.333735 1782.026729
0.285000 0.000000 0.000000 2270535.430163 2270636.612859 1778.827383
0.295000 0.000000 0.000000 2254211.317477 2254307.208623 1775.620589
0.305000 0.000000 0.000000 2237933.288205 2238024.393373 1772.405550
0.315000 0.000000 0.000000 2221697.935388 2221784.665642 1769.181496
0.325000 0.000000 0.000000 2205502.071926 2205584.745068 1765.947688
0.335000 0.000000 0.000000 2189342.706773 2189421.564102 1762.703412
0.345000 0.000000 0.000000 2173217.023632 2173292.254231 1759.447977
0.355000 0.000000 0.000000 2157122.361793 2157194.127133 1756.180718
0.365000 0.000000 0.000000 2141056.198843 2141124.652676 1752.900986
0.375000 0.000000 0.000000 2125016.135076 2125081.436145 1749.608144
0.385000 0.000000 0.000000 2108999.879434 2109062.196787 1746.301568
0.395000 0.000000 0.000000 2093005.236845 2093064.749091 1742.980639
0.405000 0.000000 0.000000 2077030.096811 2077086.987427 1739.644741
0.415000 0.000000 0.000000 2061072.423080 2061126.873988 1736.293257
0.425000 0.000000 0.000000 2045130.244283 2045182.429540 1732.925572
0.435000 0.000000 0.000000 2029201.645354 2029251.726201 1729.541066
0.445000 0.000000 0.000000 2013284.759622 2013332.881494 1726.139115
0.455000 0.000000 0.000000 1997377.761447 1997424.053002 1722.719089
0.465000 0.000000 0.000000 1981478.859284 1981523.433117 1719.280353
0.475000 0.000000 0.000000 1965586.289095 1965629.243615 1715.822262
0.485000 0.000000 0.000000 1949698.308026 1949739.729927 1712.344163
0.495000 0.000000 0.000000 1933813.188273 1933853.155107 1708.845388
0.505000 0.000000 0.000000 1917929.211096 1917967.793577 1705.325259
0.515000 0.000000 0.000000 1902044.660904 1902081.924739 1701.783082
0.525000 0.000000 0.000000 1886157.819366 1886193.826545 1698.218145
0.535000 0.000000 0.000000 1870266.959493 1870301.769078 1694.629719
0.545000 0.000000 0.000000 1854370.339634 1854404.008134 1691.017050
0.555000 0.000000 0.000000 1838466.197325 1838498.778799 1687.379364
0.565000 0.000000 0.000000 1822552.742922 1822584.288925 1683.715860
0.575000 0.000000 0.000000 1806628.152959 1806658.712442 1680.025707
0.585000 0.000000 0.000000 1790690.563147 1790720.182370 1676.308045
0.595000 0.000000 0.000000 1774738.060940 1774766.783445 1672.561979
0.605000 0.000000 0.000000 1758768.677566 1758796.544224 1668.786578
0.615000 0.000000 0.000000 1742780.379438 1742807.428552 1664.980869
0.625000 0.000000 0.000000 1726771.058819 1726797.326283 1661.143836
0.635000 0.000000 0.000000 1710738.523628 1710764.043105 1657.274415
0.645000 0.000000 0.000000 1694680.486236 1694705.289345 1653.371486
0.655000 0.000000 0.000000 1678594.551087 1678618.667585 1649.433874
