x           y           z           G           L           T
-0.009900 0.000000 0.000000 438557.395630 675929.382886 1313.930000
-0.009700 0.000000 0.000000 438876.704878 734187.129972 1341.370000
-0.009500 0.000000 0.000000 439208.179290 794829.977336 1368.250000
-0.009300 0.000000 0.000000 439551.085885 857775.593073 1394.570000
-0.009100 0.000000 0.000000 439904.639551 922931.464298 1420.330000
-0.008900 0.000000 0.000000 440268.004890 990195.271800 1445.530000
-0.008700 0.000000 0.000000 440640.298259 1059455.296792 1470.170000
-0.008500 0.000000 0.000000 441020.589984 1130590.857186 1494.250000
-0.008300 0.000000 0.000000 441407.906744 1203472.770849 1517.770000
-0.008100 0.000000 0.000000 441801.234113 1277963.843373 1540.730000
-0.007900 0.000000 0.000000 442199.519237 1353919.377951 1563.130000
-0.007700 0.000000 0.000000 442601.673646 1431187.704978 1584.970000
-0.007500 0.000000 0.000000 443006.576188 1509610.729096 1606.250000
-0.007300 0.000000 0.000000 443413.076063 1589024.491415 1626.970000
-0.007100 0.000000 0.000000 443819.995956 1669259.744732 1647.130000
-0.006900 0.000000 0.000000 444226.135253 1750142.539606 1666.730000
-0.006700 0.000000 0.000000 444630.273323 1831494.819205 1685.770000
-0.006500 0.000000 0.000000 445031.172865 1913135.020920 1704.250000
-0.006300 0.000000 0.000000 445427.583302 1994878.682748 1722.170000
-0.006100 0.000000 0.000000 445818.244206 2076539.052567 1739.530000
-0.005900 0.000000 0.000000 446201.888756 2157927.698425 1756.330000
-0.005700 0.000000 0.000000 446577.247202 2238855.118050 1772.570000
-0.005500 0.000000 0.000000 446943.050337 2319131.345845 1788.250000
-0.005300 0.000000 0.000000 447298.032961 2398566.555674 1803.370000
-0.005100 0.000000 0.000000 447640.937328 2476971.657815 1817.930000
-0.004900 0.000000 0.000000 447970.516556 2554158.888504 1831.930000
-0.004700 0.000000 0.000000 448285.538016 2629942.390545 1845.370000
-0.004500 0.000000 0.000000 448584.786652 2704138.783544 1858.250000
-0.004300 0.000000 0.000000 448867.068263 2776567.722340 1870.570000
-0.004100 0.000000 0.000000 449131.212707 2847052.442299 1882.330000
-0.003900 0.000000 0.000000 449376.077032 2915420.290169 1893.530000
-0.003700 0.000000 0.000000 449600.548523 2981503.239269 1904.170000
-0.003500 0.000000 0.000000 449803.547664 3045138.387823 1914.250000
-0.003300 0.000000 0.000000 449984.030986 3106168.439319 1923.770000
-0.003100 0.000000 0.000000 450140.993822 3164442.163826 1932.730000
-0.002900 0.000000 0.000000 450273.472938 3219814.839251 1941.130000
-0.002700 0.000000 0.000000 450380.549047 3272148.671596 1948.970000
-0.002500 0.000000 0.000000 450461.349191 3321313.193291 1956.250000
-0.002300 0.000000 0.000000 450515.048997 3367185.638787 1962.970000
-0.002100 0.000000 0.000000 450540.874782 3409651.296598 1969.130000
-0.001900 0.000000 0.000000 450538.105522 3448603.837084 1974.730000
-0.001700 0.000000 0.000000 450506.074665 3483945.615280 1979.770000
-0.001500 0.000000 0.000000 450444.171797 3515587.948167 1984.250000
-0.001300 0.000000 0.000000 450351.844136 3543451.365813 1988.170000
-0.001100 0.000000 0.000000 450228.597878 3567465.835891 1991.530000
-0.000900 0.000000 0.000000 450073.999368 3587570.961108 1994.330000
-0.000700 0.000000 0.000000 449887.676102 3603716.149165 1996.570000
-0.000500 0.000000 0.000000 449669.317562 3615860.754903 1998.250000
-0.000300 0.000000 0.000000 449418.675874 3623974.194360 1999.370000
-0.000100 0.000000 0.000000 449135.566291 3628036.030509 1999.930000
0.000100 0.000000 0.000000 448818.504686 3627600.670540 1999.870000
0.000300 0.000000 0.000000 448459.275668 3620060.654805 1998.830000
0.000500 0.000000 0.000000 448056.636847 3605015.891489 1996.750000
0.000700 0.000000 0.000000 447610.885875 3582536.733470 1993.630000
0.000900 0.000000 0.000000 447122.495785 3552728.252185 1989.470000
0.001100 0.000000 0.000000 446592.112262 3515729.690028 1984.270000
0.001300 0.000000 0.000000 446020.550028 3471713.733355 1978.030000
0.001500 0.000000 0.000000 445408.788375 3420885.608742 1970.750000
0.001700 0.000000 0.000000 444757.965846 3363482.005848 1962.430000
0.001900 0.000000 0.000000 444069.374104 3299769.830908 1953.070000
0.002100 0.000000 0.000000 443344.451002 3230044.795510 1942.670000
0.002300 0.000000 0.000000 442584.772887 3154629.846025 1931.230000
0.002500 0.000000 0.000000 441792.046179 3073873.439702 1918.750000
0.002700 0.000000 0.000000 440968.098250 2988147.674108 1905.230000
0.002900 0.000000 0.000000 440114.867653 2897846.277274 1890.670000
0.003100 0.000000 0.000000 439234.393741 2803382.466566 1875.070000
0.003300 0.000000 0.000000 438328.805723 2705186.684975 1858.430000
0.003500 0.000000 0.000000 437400.311206 2603704.224185 1840.750000
0.003700 0.000000 0.000000 436451.184283 2499392.744441 1822.030000
0.003900 0.000000 0.000000 435483.753219 2392719.701933 1802.270000
0.004100 0.000000 0.000000 434500.387787 2284159.695035 1781.470000
0.004300 0.000000 0.000000 433503.486337 2174191.741456 1759.630000
0.004500 0.000000 0.000000 432495.462642 2063296.498996 1736.750000
0.004700 0.000000 0.000000 431478.732603 1951953.443274 1712.830000
0.004900 0.000000 0.000000 430455.700873 1840638.016482 1687.870000
0.005100 0.000000 0.000000 429428.747486 1729818.761856 1661.870000
0.005300 0.000000 0.000000 428400.214553 1619954.459256 1634.830000
0.005500 0.000000 0.000000 427372.393110 1511491.277892 1606.750000
0.005700 0.000000 0.000000 426347.510199 1404859.962916 1577.630000
0.005900 0.000000 0.000000 425327.716252 1300473.073254 1547.470000
0.006100 0.000000 0.000000 424315.072873 1198722.288738 1516.270000
0.006300 0.000000 0.000000 423311.541102 1099975.805258 1484.030000
0.006500 0.000000 0.000000 422318.970234 1004575.837316 1450.750000
0.006700 0.000000 0.000000 421339.087294 912836.248040 1416.430000
0.006900 0.000000 0.000000 420373.487247 825040.327392 1381.070000
0.007100 0.000000 0.000000 419423.624035 741438.739956 1344.670000
0.007300 0.000000 0.000000 418490.802531 662247.664369 1307.230000
0.007500 0.000000 0.000000 417576.171491 587647.147131 1268.750000
0.007700 0.000000 0.000000 416680.717609 517779.694191 1229.230000
0.007900 0.000000 0.000000 415805.260743 452749.124378 1188.670000
0.008100 0.000000 0.000000 414950.450426 392619.709411 1147.070000
0.008300 0.000000 0.000000 414116.763721 337415.625902 1104.430000
0.008500 0.000000 0.000000 413304.504536 287120.745419 1060.750000
0.008700 0.000000 0.000000 412513.804461 241678.789347 1016.030000
0.008900 0.000000 0.000000 411744.625230 200993.875978 970.270000
0.009100 0.000000 0.000000 410996.762877 164931.487880 923.470000
0.009300 0.000000 0.000000 410269.853671 133319.888330 875.630000
0.009500 0.000000 0.000000 409563.381918 105952.016188 826.750000
0.009700 0.000000 0.000000 408876.689689 82587.889334 776.830000
