x           y           z           G           L           A           T
0.003300 0.000000 0.000000 478583.220816 2705186.684975 438692.639099 1858.430000
0.003500 0.000000 0.000000 475150.734635 2603704.224185 437811.753597 1840.750000
0.003700 0.000000 0.000000 471627.292058 2499392.744441 436911.567284 1822.030000
0.003900 0.000000 0.000000 468027.682585 2392719.701933 435994.038589 1802.270000
0.004100 0.000000 0.000000 464366.922460 2284159.695035 435061.166613 1781.470000
0.004300 0.000000 0.000000 460660.168648 2174191.741456 434114.979502 1759.630000
0.004500 0.000000 0.000000 456922.631048 2063296.498996 433157.522757 1736.750000
0.004700 0.000000 0.000000 453169.483342 1951953.443274 432190.847574 1712.830000
0.004900 0.000000 0.000000 449415.772940 1840638.016482 431216.999467 1687.870000
0.005100 0.000000 0.000000 445676.330480 1729818.761856 430238.006529 1661.870000
0.005300 0.000000 0.000000 441965.679365 1619954.459256 429255.868552 1634.830000
0.005500 0.000000 0.000000 438297.945858 1511491.277892 428272.545697 1606.750000
0.005700 0.000000 0.000000 434686.770246 1404859.962916 427289.948206 1577.630000
0.005900 0.000000 0.000000 431145.219629 1300473.073254 426309.925942 1547.470000
0.006100 0.000000 0.000000 427685.702910 1198722.288738 425334.258703 1516.270000
0.006300 0.000000 0.000000 424319.888565 1099975.805258 424364.647010 1484.030000
0.006500 0.000000 0.000000 421058.625819 1004575.837316 423402.703447 1450.750000
0.006700 0.000000 0.000000 417911.869840 912836.248040 422449.944947 1416.430000
0.006900 0.000000 0.000000 414888.611630 825040.327392 421507.785479 1381.070000
0.007100 0.000000 0.000000 411996.813265 741438.739956 420577.529772 1344.670000
0.007300 0.000000 0.000000 409243.349195 662247.664369 419660.368208 1307.230000
0.007500 0.000000 0.000000 406633.954310 587647.147131 418757.372216 1268.750000
0.007700 0.000000 0.000000 404173.179508 517779.694191 417869.491037 1229.230000
0.007900 0.000000 0.000000 401864.355539 452749.124378 416997.549765 1188.670000
0.008100 0.000000 0.000000 399709.565880 392619.709411 416142.248295 1147.070000
0.008300 0.000000 0.000000 397709.629453 337415.625902 415304.161772 1104.430000
0.008500 0.000000 0.000000 395864.094012 287120.745419 414483.742352 1060.750000
0.008700 0.000000 0.000000 394171.241017 241678.789347 413681.322428 1016.030000
0.008900 0.000000 0.000000 392628.102884 200993.875978 412897.119338 970.270000
0.009100 0.000000 0.000000 391230.493469 164931.487880 412131.241738 923.470000
0.009300 0.000000 0.000000 389973.052706 133319.888330 411383.697448 875.630000
0.009500 0.000000 0.000000 388849.306303 105952.016188 410654.403537 826.750000
0.009700 0.000000 0.000000 387851.741463 82587.889334 409943.197465 776.830000
0.009900 0.000000 0.000000 386971.899569 62957.547398 409249.850679 725.870000
