x           y           z           G           L           T
0.432500 0.000000 0.000100 2035026.673834 2034991.545697 1730.762790
0.437500 0.000000 0.000100 2027061.267809 2027026.909964 1729.066815
0.442500 0.000000 0.000100 2019098.612764 2019065.000446 1727.366419
0.447500 0.000000 0.000100 2011138.480172 2011105.589645 1725.661522
0.452500 0.000000 0.000100 2003180.643677 2003148.452170 1723.952046
0.457500 0.000000 0.000100 1995224.878879 1995193.364541 1722.237912
0.462500 0.000000 0.000100 1987270.963141 1987240.104996 1720.519040
0.467500 0.000000 0.000100 1979318.675393 1979288.453294 1718.795350
0.472500 0.000000 0.000100 1971367.795936 1971338.190529 1717.066761
0.477500 0.000000 0.000100 1963418.106255 1963389.098946 1715.333191
0.482500 0.000000 0.000100 1955469.388835 1955440.961750 1713.594558
0.487500 0.000000 0.000100 1947521.426971 1947493.562928 1711.850780
0.492500 0.000000 0.000100 1939574.004590 1939546.687067 1710.101771
0.497500 0.000000 0.000100 1931626.906068 1931600.119172 1708.347447
0.502500 0.000000 0.000100 1923679.916051 1923653.644490 1706.587723
0.507500 0.000000 0.000100 1915732.819274 1915707.048330 1704.822512
0.512500 0.000000 0.000100 1907785.400383 1907760.115885 1703.051725
0.517500 0.000000 0.000100 1899837.443755 1899812.632055 1701.275274
0.522500 0.000000 0.000100 1891888.733318 1891864.381267 1699.493068
0.527500 0.000000 0.000100 1883939.052370 1883915.147294 1697.705016
0.532500 0.000000 0.000100 1875988.183395 1875964.713075 1695.911025
0.537500 0.000000 0.000100 1868035.907881 1868012.860535 1694.111001
0.542500 0.000000 0.000100 1860082.006134 1860059.370394 1692.304849
0.547500 0.000000 0.000100 1852126.257083 1852104.021980 1690.492471
0.552500 0.000000 0.000100 1844168.438097 1844146.593043 1688.673769
0.557500 0.000000 0.000100 1836208.324780 1836186.859553 1686.848643
0.562500 0.000000 0.000100 1828245.690778 1828224.595504 1685.016989
0.567500 0.000000 0.000100 1820280.307570 1820259.572714 1683.178706
0.572500 0.000000 0.000100 1812311.944262 1812291.560609 1681.333686
0.577500 0.000000 0.000100 1804340.367370 1804320.326013 1679.481822
0.582500 0.000000 0.000100 1796365.340597 1796345.632929 1677.623005
0.587500 0.000000 0.000100 1788386.624612 1788367.242309 1675.757122
0.592500 0.000000 0.000100 1780403.976805 1780384.911819 1673.884059
0.597500 0.000000 0.000100 1772417.151054 1772398.395598 1672.003700
0.602500 0.000000 0.000100 1764425.897465 1764407.444007 1670.115927
0.607500 0.000000 0.000100 1756429.962115 1756411.803365 1668.220616
0.612500 0.000000 0.000100 1748429.086780 1748411.215684 1666.317645
0.617500 0.000000 0.000100 1740423.008651 1740405.418378 1664.406886
0.622500 0.000000 0.000100 1732411.460039 1732394.143978 1662.488210
0.627500 0.000000 0.000100 1724394.168072 1724377.119818 1660.561483
0.632500 0.000000 0.000100 1716370.854367 1716354.067717 1658.626570
0.637500 0.000000 0.000100 1708341.234695 1708324.703641 1656.683331
0.642500 0.000000 0.000100 1700305.018632 1700288.737351 1654.731623
0.647500 0.000000 0.000100 1692261.909182 1692245.872033 1652.771301
0.652500 0.000000 0.000100 1684211.602393 1684195.803907 1650.802213
0.657500 0.000000 0.000100 1676153.786942 1676138.221816 1648.824206
0.662500 0.000000 0.000100 1668088.143704 1668072.806798 1646.837121
0.667500 0.000000 0.000100 1660014.345293 1659999.231623 1644.840796
0.672500 0.000000 0.000100 1651932.055582 1651917.160312 1642.835063
0.677500 0.000000 0.000100 1643840.929191 1643826.247630 1640.819750
0.682500 0.000000 0.000100 1635740.610942 1635726.138538 1638.794681
0.687500 0.000000 0.000100 1627630.735285 1627616.467621 1636.759672
0.692500 0.000000 0.000100 1619510.925689 1619496.858478 1634.714537
0.697500 0.000000 0.000100 1611380.793989 1611366.923066 1632.659081
0.702500 0.000000 0.000100 1603239.939692 1603226.261014 1630.593106
0.707500 0.000000 0.000100 1595087.949239 1595074.458880 1628.516404
0.712500 0.000000 0.000100 1586924.395214 1586911.089358 1626.428763
0.717500 0.000000 0.000100 1578748.835501 1578735.710440 1624.329962
0.722500 0.000000 0.000100 1570560.812374 1570547.864503 1622.219776
0.727500 0.000000 0.000100 1562359.851526 1562347.077342 1620.097967
0.732500 0.000000 0.000100 1554145.461031 1554132.857124 1617.964293
0.737500 0.000000 0.000100 1545917.130213 1545904.693268 1615.818500
0.742500 0.000000 0.000100 1537674.328439 1537662.055229 1613.660327
0.747500 0.000000 0.000100 1529416.503814 1529404.391200 1611.489501
0.752500 0.000000 0.000100 1521143.081769 1521131.126691 1609.305741
0.757500 0.000000 0.000100 1512853.463529 1512841.663010 1607.108752
0.762500 0.000000 0.000100 1504547.024461 1504535.375597 1604.898230
0.767500 0.000000 0.000100 1496223.112268 1496211.612231 1602.673856
0.772500 0.000000 0.000100 1487881.045032 1487869.691065 1600.435299
0.777500 0.000000 0.000100 1479520.109078 1479508.898490 1598.182212
0.782500 0.000000 0.000100 1471139.556639 1471128.486806 1595.914235
0.787500 0.000000 0.000100 1462738.603300 1462727.671659 1593.630990
0.792500 0.000000 0.000100 1454316.425199 1454305.629250 1591.332082
0.797500 0.000000 0.000100 1445872.155947 1445861.493245 1589.017097
0.802500 0.000000 0.000100 1437404.883232 1437394.351389 1586.685601
0.807500 0.000000 0.000100 1428913.645078 1428903.241758 1584.337138
0.812500 0.000000 0.000100 1420397.425693 1420387.148612 1581.971229
0.817500 0.000000 0.000100 1411855.150871 1411844.997793 1579.587368
0.822500 0.000000 0.000100 1403285.682870 1403275.651607 1577.185024
0.827500 0.000000 0.000100 1394687.814696 1394677.903103 1574.763635
0.832500 0.000000 0.000100 1386060.263710 1386050.469686 1572.322605
0.837500 0.000000 0.000100 1377401.664443 1377391.985927 1569.861306
0.842500 0.000000 0.000100 1368710.560510 1368700.995480 1567.379070
0.847500 0.000000 0.000100 1359985.395459 1359975.941931 1564.875185
0.852500 0.000000 0.000100 1351224.502399 1351215.158422 1562.348894
0.857500 0.000000 0.000100 1342426.092170 1342416.855828 1559.799391
0.862500 0.000000 0.000100 1333588.239817 1333579.109226 1557.225810
0.867500 0.000000 0.000100 1324708.869042 1324699.842347 1554.627223
0.872500 0.000000 0.000100 1315785.734248 1315776.809623 1552.002635
0.877500 0.000000 0.000100 1306816.399686 1306807.575329 1549.350969
0.882500 0.000000 0.000100 1297798.215115 1297789.489252 1546.671063
0.887500 0.000000 0.000100 1288728.287211 1288719.658089 1543.961656
0.892500 0.000000 0.000100 1279603.445759 1279594.911646 1541.221374
0.897500 0.000000 0.000100 1270420.203394 1270411.762579 1538.448716
0.902500 0.000000 0.000100 1261174.707306 1261166.358092 1535.642035
0.907500 0.000000 0.000100 1251862.680786 1251854.421495 1532.799514
0.912500 0.000000 0.000100 1242479.351881 1242471.180846 1529.919141
0.917500 0.000000 0.000100 1233019.365414 1233011.280978 1526.998673
0.922500 0.000000 0.000100 1223476.673338 1223468.673854 1524.035596
0.927500 0.000000 0.000100 1213844.396437 1213836.480261 1521.027071
0.932500 0.000000 0.000100 1204114.647523 1204106.813014 1517.969867
0.937500 0.000000 0.000100 1194278.301847 1194270.547362 1514.860278
0.942500 0.000000 0.000100 1184324.693418 1184317.017307 1511.694001
0.947500 0.000000 0.000100 1174241.204065 1174233.604665 1508.465992
0.952500 0.000000 0.000100 1164012.691351 1164005.166978 1505.170245
0.957500 0.000000 0.000100 1153620.663122 1153613.212065 1501.799490
0.962500 0.000000 0.000100 1143042.032682 1143034.653188 1498.344736
0.967500 0.000000 0.000100 1132247.140954 1132239.831210 1494.794546
0.972500 0.000000 0.000100 1121196.428172 1121189.186281 1491.133827
0.977500 0.000000 0.000100 1109834.498409 1109827.322344 1487.341687
0.982500 0.000000 0.000100 1098078.954330 1098071.841867 1483.387401
0.987500 0.000000 0.000100 1085798.428738 1085791.377327 1479.222467
0.992500 0.000000 0.000100 1072767.816654 1072760.823173 1474.764325
0.997500 0.000000 0.000100 1058574.660464 1058567.720724 1469.861988
