x           y           z           G           L           T
0.008550 0.000000 0.000000 37615.892513 1719817.687754 1659.462719
0.008650 0.000000 0.000000 38466.415735 1859855.030579 1692.258369
0.008750 0.000000 0.000000 39403.609725 2014331.910866 1726.353205
0.008850 0.000000 0.000000 40432.932824 2184092.505409 1761.629825
0.008950 0.000000 0.000000 41537.194152 2366378.507659 1797.289141
0.009050 0.000000 0.000000 42570.426641 2537945.975412 1829.015940
0.009150 0.000000 0.000000 42758.174503 2575578.865797 1835.758765
0.009250 0.000000 0.000000 41344.157188 2359032.069289 1795.892590
0.009350 0.000000 0.000000 39274.645196 2038984.629634 1731.611196
0.009450 0.000000 0.000000 36850.804190 1663403.102667 1645.683345
0.009550 0.000000 0.000000 34232.883080 1257943.363219 1534.659985
0.009650 0.000000 0.000000 31649.976410 859432.072818 1395.242788
0.009750 0.000000 0.000000 29351.482182 508154.496498 1223.477087
0.009850 0.000000 0.000000 27546.855990 237711.396584 1011.834302
0.009950 0.000000 0.000000 26374.271996 67628.834658 738.975216
