x           y           z           G           L           A           T
-0.009900 0.000000 0.000000 438559.745579 675929.382886 439904.265050 1313.930000
-0.009700 0.000000 0.000000 438879.628412 734187.129972 440168.648309 1341.370000
-0.009500 0.000000 0.000000 439211.699902 794829.977336 440450.893648 1368.250000
-0.009300 0.000000 0.000000 439555.226259 857775.593073 440749.282764 1394.570000
-0.009100 0.000000 0.000000 439909.421463 922931.464298 441062.211226 1420.330000
-0.008900 0.000000 0.000000 440273.449111 990195.271800 441388.162756 1445.530000
-0.008700 0.000000 0.000000 440646.424463 1059455.296792 441725.687964 1470.170000
-0.008500 0.000000 0.000000 441027.416659 1130590.857186 442073.387951 1494.250000
-0.008300 0.000000 0.000000 441415.451110 1203472.770849 442429.900820 1517.770000
-0.008100 0.000000 0.000000 441809.512041 1277963.843373 442793.891197 1540.730000
-0.007900 0.000000 0.000000 442208.545175 1353919.377951 443164.042001 1563.130000
-0.007700 0.000000 0.000000 442611.460553 1431187.704978 443539.048201 1584.970000
-0.007500 0.000000 0.000000 443017.135468 1509610.729096 443917.612136 1606.250000
-0.007300 0.000000 0.000000 443424.417508 1589024.491415 444298.440240 1626.970000
-0.007100 0.000000 0.000000 443832.127696 1669259.744732 444680.240671 1647.130000
-0.006900 0.000000 0.000000 444239.063704 1750142.539606 445061.722171 1666.730000
-0.006700 0.000000 0.000000 444644.003154 1831494.819205 445441.593558 1685.770000
-0.006500 0.000000 0.000000 445045.706959 1913135.020920 445818.563565 1704.250000
-0.006300 0.000000 0.000000 445442.922727 1994878.682748 446191.341689 1722.170000
-0.006100 0.000000 0.000000 445834.388195 2076539.052567 446558.639223 1739.530000
-0.005900 0.000000 0.000000 446218.834687 2157927.698425 446919.170448 1756.330000
-0.005700 0.000000 0.000000 446594.990592 2238855.118050 447271.654485 1772.570000
-0.005500 0.000000 0.000000 446961.584833 2319131.345845 447614.817103 1788.250000
-0.005300 0.000000 0.000000 447317.350346 2398566.555674 447947.392783 1803.370000
-0.005100 0.000000 0.000000 447661.027522 2476971.657815 448268.126981 1817.930000
-0.004900 0.000000 0.000000 447991.367635 2554158.888504 448575.778168 1831.930000
-0.004700 0.000000 0.000000 448307.136226 2629942.390545 448869.120512 1845.370000
-0.004500 0.000000 0.000000 448607.116438 2704138.783544 449146.945858 1858.250000
-0.004300 0.000000 0.000000 448890.112295 2776567.722340 449408.066421 1870.570000
-0.004100 0.000000 0.000000 449154.951917 2847052.442299 449651.316770 1882.330000
-0.003900 0.000000 0.000000 449400.490654 2915420.290169 449875.556250 1893.530000
-0.003700 0.000000 0.000000 449625.614139 2981503.239269 450079.671110 1904.170000
-0.003500 0.000000 0.000000 449829.241252 3045138.387823 450262.576486 1914.250000
-0.003300 0.000000 0.000000 450010.326980 3106168.439319 450423.218282 1923.770000
-0.003100 0.000000 0.000000 450167.865168 3164442.163826 450560.574979 1932.730000
-0.002900 0.000000 0.000000 450300.891157 3219814.839251 450673.659025 1941.130000
-0.002700 0.000000 0.000000 450408.484306 3272148.671596 450761.518146 1948.970000
-0.002500 0.000000 0.000000 450489.770376 3321313.193291 450823.236375 1956.250000
-0.002300 0.000000 0.000000 450543.923783 3367185.638787 450857.934636 1962.970000
-0.002100 0.000000 0.000000 450570.169719 3409651.296598 450864.771123 1969.130000
-0.001900 0.000000 0.000000 450567.786113 3448603.837084 450842.941087 1974.730000
-0.001700 0.000000 0.000000 450536.105454 3483945.615280 450791.676257 1979.770000
-0.001500 0.000000 0.000000 450474.516455 3515587.948167 450710.243596 1984.250000
-0.001300 0.000000 0.000000 450382.465554 3543451.365813 450597.943442 1988.170000
-0.001100 0.000000 0.000000 450259.458258 3567465.835891 450454.106723 1991.530000
-0.000900 0.000000 0.000000 450105.060317 3587570.961108 450278.091425 1994.330000
-0.000700 0.000000 0.000000 449918.898732 3603716.149165 450069.277866 1996.570000
-0.000500 0.000000 0.000000 449700.662584 3615860.754903 449827.062574 1998.250000
-0.000300 0.000000 0.000000 449450.103700 3623974.194360 449550.850801 1999.370000
-0.000100 0.000000 0.000000 449167.037132 3628036.030509 449240.047080 1999.930000
0.000100 0.000000 0.000000 448849.974356 3627600.670540 448894.048162 1999.870000
0.000300 0.000000 0.000000 448490.674249 3620060.654805 448512.280857 1998.830000
0.000500 0.000000 0.000000 448087.890471 3605015.891489 448094.348332 1996.750000
0.000700 0.000000 0.000000 447641.921370 3582536.733470 447640.085198 1993.630000
0.000900 0.000000 0.000000 447153.241014 3552728.252185 447149.539416 1989.470000
0.001100 0.000000 0.000000 446622.496459 3515729.690028 446622.959984 1984.270000
0.001300 0.000000 0.000000 446050.504130 3471713.733355 446060.785638 1978.030000
0.001500 0.000000 0.000000 445438.245338 3420885.608742 445463.634009 1970.750000
0.001700 0.000000 0.000000 444786.860961 3363482.005848 444832.291267 1962.430000
0.001900 0.000000 0.000000 444097.645291 3299769.830908 444167.702092 1953.070000
0.002100 0.000000 0.000000 443372.039093 3230044.795510 443470.959550 1942.670000
0.002300 0.000000 0.000000 442611.621898 3154629.846025 442743.295083 1931.230000
0.002500 0.000000 0.000000 441818.103556 3073873.439702 441986.068343 1918.750000
0.002700 0.000000 0.000000 440993.315106 2988147.674108 441200.756968 1905.230000
0.002900 0.000000 0.000000 440139.198979 2897846.277274 440388.946034 1890.670000
0.003100 0.000000 0.000000 439257.798600 2803382.466566 439552.317471 1875.070000
0.003300 0.000000 0.000000 438351.247417 2705186.684975 438692.639099 1858.430000
0.003500 0.000000 0.000000 437421.757424 2603704.224185 437811.753597 1840.750000
0.003700 0.000000 0.000000 436471.607222 2499392.744441 436911.567284 1822.030000
0.003900 0.000000 0.000000 435503.129681 2392719.701933 435994.038589 1802.270000
0.004100 0.000000 0.000000 434518.699249 2284159.695035 435061.166613 1781.470000
0.004300 0.000000 0.000000 433520.718994 2174191.741456 434114.979502 1759.630000
0.004500 0.000000 0.000000 432511.607425 2063296.498996 433157.522757 1736.750000
0.004700 0.000000 0.000000 431493.785164 1951953.443274 432190.847574 1712.830000
0.004900 0.000000 0.000000 430469.661549 1840638.016482 431216.999467 1687.870000
0.005100 0.000000 0.000000 429441.621227 1729818.761856 430238.006529 1661.870000
0.005300 0.000000 0.000000 428412.010828 1619954.459256 429255.868552 1634.830000
0.005500 0.000000 0.000000 427383.125785 1511491.277892 428272.545697 1606.750000
0.005700 0.000000 0.000000 426357.197379 1404859.962916 427289.948206 1577.630000
0.005900 0.000000 0.000000 425336.380105 1300473.073254 426309.925942 1547.470000
0.006100 0.000000 0.000000 424322.739427 1198722.288738 425334.258703 1516.270000
0.006300 0.000000 0.000000 423318.240009 1099975.805258 424364.647010 1484.030000
0.006500 0.000000 0.000000 422324.734515 1004575.837316 423402.703447 1450.750000
0.006700 0.000000 0.000000 421343.953062 912836.248040 422449.944947 1416.430000
0.006900 0.000000 0.000000 420377.493402 825040.327392 421507.785479 1381.070000
0.007100 0.000000 0.000000 419426.811945 741438.739956 420577.529772 1344.670000
0.007300 0.000000 0.000000 418493.215690 662247.664369 419660.368208 1307.230000
0.007500 0.000000 0.000000 417577.855166 587647.147131 418757.372216 1268.750000
0.007700 0.000000 0.000000 416681.718467 517779.694191 417869.491037 1229.230000
0.007900 0.000000 0.000000 415805.626471 452749.124378 416997.549765 1188.670000
0.008100 0.000000 0.000000 414950.229340 392619.709411 416142.248295 1147.070000
0.008300 0.000000 0.000000 414116.004373 337415.625902 415304.161772 1104.430000
0.008500 0.000000 0.000000 413303.255313 287120.745419 414483.742352 1060.750000
0.008700 0.000000 0.000000 412512.113195 241678.789347 413681.322428 1016.030000
0.008900 0.000000 0.000000 411742.538802 200993.875978 412897.119338 970.270000
0.009100 0.000000 0.000000 410994.326837 164931.487880 412131.241738 923.470000
0.009300 0.000000 0.000000 410267.111875 133319.888330 411383.697448 875.630000
0.009500 0.000000 0.000000 409560.376177 105952.016188 410654.403537 826.750000
0.009700 0.000000 0.000000 408873.459444 82587.889334 409943.197465 776.830000
0.009900 0.000000 0.000000 408205.570582 62957.547398 409249.850679 725.870000
